**harm,**harte,**harm_2,**harte_2,**kern,**silbe,**stress,**timestamp,**duration
vi,G#:min,vi,G#:min,B,,,250.135,1
vi,G#:min,vi,G#:min,B,,,260.296,1
vi,G#:min,vi,G#:min,B,,,270.457,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,B:maj,I,B:maj,B,,,280.684,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,1
i,A:min,i,A:min,A,dig,1,33.587,1
-VII,G:maj,-VII,G:maj,G,-ure,0,35.483,1
i,A:min,V,E:maj,A,kiss,1,39.278,1
-VII,G:maj,-VII,G:maj,G,-ers,0,43.075,1
V,E:maj,V,E:maj,G#,can,0,46.869,1
i,A:min,i,A:min,A,dream,1,48.767,1
i,A:min,V,E:maj,E,_,.,54.460,1
-VII,G:maj,-VII,G:maj,A,cur-,1,58.256,1
V,E:maj,V,E:maj,G#,heat,1,62.052,1
i,A:min,i,A:min,A,how,1,63.949,1
i,A:min,i,A:min,A,cold,1,69.641,1
V,E:maj,V,E:maj,G#,fat-,1,77.232,1
i,A:min,i,A:min,A,may-,1,79.130,1
-VII,G:maj,-VII,G:maj,G,-er,0,88.618,1
*>Break,*>Break,*>Break,*>Break,*>Break,*>Break,*>Break,*>Break,1
-VII,G:maj,-VII,G:maj,ee-,hee,3,.,1
-VII,G:maj,-VII,G:maj,dd,ooh,3,.,1
-VI,F:maj,-VI,F:maj,cc,ooh,3,105.696,1
*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,1
i,A:min,i,A:min,A,touch,1,109.492,1
-VII,G:maj,-VII,G:maj,G,-ach,0,111.389,1
i,A:min,i,A:min,A,-ide,1,115.185,1
-VII,G:maj,-VII,G:maj,A,_,.,118.980,1
V,E:maj,V,E:maj,G#,ev-,1,122.775,1
i,A:min,i,A:min,A,_,.,124.674,1
V,E:maj,V,E:maj,G#,fat-,1,137.957,1
i,A:min,i,A:min,A,may-,1,139.856,1
-VII,G:maj,-VII,G:maj,A,mot-,1,141.753,1
-VII,G:maj,-VII,G:maj,G,-er,0,149.345,1
*>Break,*>Break,*>Break,*>Break,*>Break,*>Break,*>Break,*>Break,1
-VI,F:maj,-VI,F:maj,dd,_,.,160.731,1
i,A:min,i,A:min,dd,_,.,.,1
-VII,G:maj,-VII,G:maj,cc,_,.,.,1
-VII,G:maj,-VII,G:maj,g,_,.,.,1
-VII,G:maj,-VII,G:maj,c,ooh,3,.,1
*>VP2,*>VP2,*>VP2,*>VP2,*>VP2,*>VP2,*>VP2,*>VP2,1
i,A:min,i,A:min,A,how,1,170.219,1
-VII,G:maj,-VII,G:maj,G,-ne,1,174.015,1
V,E:maj,i,A:min,A,cold,1,175.912,1
i,A:min,i,A:min,A,may-,1,177.810,1
-VII,G:maj,-VII,G:maj,G,may-,1,181.605,1
V,E:maj,V,E:maj,G#,fat-,1,183.503,1
i,A:min,i,A:min,A,may-,1,185.401,1
-VII,G:maj,-VII,G:maj,G,shes,0,189.198,1
i,A:min,i,A:min,A,why,1,192.994,1
iv,D:min,iv,D:min,G,-er,0,194.892,1
-VII,G:maj,-VII,G:maj,G,this,0,196.789,1
i,A:min,i,A:min,c,_,.,246.145,1
V,E:maj,i,A:min,ee,oh,3,297.392,1
i,A:min,i,A:min,a,ah,3,306.882,1
iv,D:min,iv,D:min,cc,ah,3,308.781,1
-VII,G:maj,i,A:min,dd,ah,3,310.677,1
V,E:maj,V,E:maj,ff,yeah,3,312.576,1
i,A:min,i,A:min,gg,_,.,314.474,1
iv,D:min,iv,D:min,cc,_,.,316.371,1
V,E:maj,i,A:min,b,whoa,3,320.167,1
i,A:min,i,A:min,A,oh,3,322.065,1
-VII,G:maj,-VII,G:maj,d,_,.,325.861,1
V,E:maj,i,A:min,A,darl-,1,335.351,1
V,E:maj,i,A:min,a,dont,1,342.941,1
i,A:min,i,A:min,A,cry,1,344.838,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,C:maj,IV,C:maj,c,sit-,1,14.137,1
II,A:maj,II,A:maj,A,_,.,16.419,1
I,G:maj,I,G:maj,E,watc-,1,18.749,1
IV,C:maj,IV,C:maj,c,watch,1,23.364,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,G:maj,I,G:maj,G,sit-,1,27.991,1
I,G:maj,I,G:maj,d,_,.,32.590,1
I,G:maj,I,G:maj,E,sit-,1,37.223,1
VI,E:maj,VI,E:maj,E,_,.,44.171,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
I,G:maj,I,G:maj,G,left,1,46.455,1
I,G:maj,I,G:maj,G,ive,0,55.803,1
IV,C:maj,IV,C:maj,c,noth-,1,60.493,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,G:maj,I,G:maj,G,sit,1,65.198,1
I,G:maj,I,G:maj,d,_,.,69.883,1
I,G:maj,I,G:maj,G,sit-,1,74.496,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
V,D:maj,V,D:maj,e,like,0,.,1
IV,C:maj,IV,C:maj,e,-ings,0,86.119,1
V,D:maj,V,D:maj,e,cant,1,.,1
IV,C:maj,IV,C:maj,g,ten,1,95.396,1
I,G:maj,I,G:maj,d,me,0,.,1
V,D:maj,V,D:maj,d,_,.,100.092,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
I,G:maj,I,G:maj,F,sit-,1,102.402,1
II,A:maj,II,A:maj,A,_,.,109.387,1
I,G:maj,I,G:maj,G,two,1,111.682,1
IV,C:maj,IV,C:maj,c,make,1,116.307,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,G:maj,I,G:maj,G,sit,1,120.949,1
I,G:maj,I,G:maj,d,_,.,125.571,1
I,G:maj,I,G:maj,G,sit-,1,130.207,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,F:maj,IV,F:maj,A,sky,1,36.131,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
ii,D:min,ii,D:min,d,-ple,0,42.480,1
V,G:maj,V,G:maj,B,liv-,1,45.671,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
I,C:maj,I,C:maj,c,_,.,52.184,1
IV,F:maj,IV,F:maj,A,-ries,0,55.374,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
vic,A:min/5,vic,A:min/5,c,all,0,.,1
ii,D:min,ii,D:min,d,-ple,0,80.695,1
V,G:maj,V,G:maj,B,liv-,1,83.836,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
IV,F:maj,IV,F:maj,c,_,.,90.300,1
V,G:maj,V,G:maj,B,say,1,.,1
I,C:maj,I,C:maj,c,drea-,1,93.487,1
V,G:maj,V,G:maj,B,not,1,.,1
V,G:maj,V,G:maj,B,day,1,.,1
I,C:maj,I,C:maj,c,join,1,106.059,1
V,G:maj,V,G:maj,d,world,1,.,1
I,C:maj,I,C:maj,d,be,1,112.335,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,F:maj,IV,F:maj,A,-ger,0,131.336,1
*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,*>PreChorus,1
ii,D:min,ii,D:min,d,-ple,0,143.872,1
V,G:maj,V,G:maj,B,shar-,1,147.044,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,1
IV,F:maj,IV,F:maj,c,_,.,153.483,1
V,G:maj,V,G:maj,B,say,1,.,1
I,C:maj,I,C:maj,c,drea-,1,156.663,1
V,G:maj,V,G:maj,B,not,1,.,1
V,G:maj,V,G:maj,B,day,1,.,1
I,C:maj,I,C:maj,c,join,1,169.308,1
V,G:maj,V,G:maj,d,world,1,.,1
I,C:maj,I,C:maj,e,live,1,176.015,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
v,B:min,-VII,D:maj,D,,,.,1
I,E:maj,Ic,E:maj/5,BB,,,22.146,1
v,B:min,-VII,D:maj,D,,,.,1
I,E:maj,Ic,E:maj/5,BB,,,30.062,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
i,E:min,i,E:min,B,,,32.085,1
i,E:min,i,E:min,B,,,40.058,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,E:maj,I,E:maj,B,,,48.010,1
v,B:min,-VII,D:maj,D,,,.,1
I,E:maj,Ic,E:maj/5,BB,,,54.042,1
v,B:min,-VII,D:maj,D,,,.,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
i,E:min,i,E:min,B,,,80.392,1
i,E:min,i,E:min,B,,,88.558,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
I,E:maj,I,E:maj,B,,,96.690,1
v,B:min,-VII,D:maj,D,,,.,1
I,E:maj,Ic,E:maj/5,BB,,,102.803,1
v,B:min,-VII,D:maj,D,,,.,1
I,E:maj,Ic,E:maj/5,BB,,,111.002,1
*>BP,*>BP,*>BP,*>BP,*>BP,,,*>BP,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
IV,E-:maj,IV,E-:maj,f,,,25.665,1
V/ii,G:maj,V7/ii,G:7,B,,,27.021,1
IV,E-:maj,IV,E-:maj,d,,,29.750,1
I,B-:maj,I,B-:maj,c,,,31.882,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,F:maj,V,F:maj,c,,,34.436,1
V7,F:7,V7,F:7,c,,,37.092,1
iiib,D:min/b3,vi7d,G:min7/b7,d,,,.,1
IV,E-:maj,IV,E-:maj,c,,,42.404,1
I,B-:maj,I,B-:maj,B-,,,47.597,1
vi,G:min,vi,G:min,G,,,.,1
V,F:maj,V7,F:7,c,,,.,1
IV,E-:maj,IV,E-:maj,B-,,,52.952,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
v,F:min,v7,F:min7,A-,,,60.713,1
IV,E-:maj,IV,E-:maj,f,,,70.353,1
V/ii,G:maj,V7/ii,G:7,B,,,71.569,1
IV,E-:maj,IV,E-:maj,d,,,73.956,1
I,B-:maj,I,B-:maj,c,,,75.858,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,F:maj,V,F:maj,c,,,80.889,1
V7,F:7,V7,F:7,c,,,83.682,1
iiib,D:min/b3,vi7d,G:min7/b7,d,,,.,1
IV,E-:maj,IV,E-:maj,c,,,88.721,1
I,B-:maj,I,B-:maj,B-,,,93.824,1
vi,G:min,vi,G:min,G,,,.,1
V,F:maj,V7,F:7,c,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
v,F:min,v7,F:min7,A-,,,106.227,1
IV,E-:maj,IV,E-:maj,f,,,115.808,1
V/ii,G:maj,V7/ii,G:7,B,,,117.034,1
IV,E-:maj,IV,E-:maj,d,,,119.446,1
I,B-:maj,I,B-:maj,c,,,121.344,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
V,F:maj,V,F:maj,c,,,126.523,1
iiib,D:min/b3,vi7d,G:min7/b7,d,,,.,1
V,F:maj,V7,F:7,A,,,.,1
I,B-:maj,I,B-:maj,B-,,,139.409,1
vi,G:min,vi,G:min,G,,,.,1
V,F:maj,V7,F:7,c,,,.,1
IV,E-:maj,IV,E-:maj,B-,,,144.345,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
v,F:min,v7,F:min7,A-,,,151.942,1
IV,E-:maj,IV,E-:maj,f,,,161.681,1
V/ii,G:maj,V7/ii,G:7,B,,,162.947,1
IV,E-:maj,IV,E-:maj,d,,,165.419,1
I,B-:maj,I,B-:maj,c,,,167.341,1
*>Coda,*>Coda,*>Coda,*>Coda,*>Coda,,,*>Coda,1
IV,E-:maj,IV,E-:maj,d,,,169.800,1
I,B-:maj,I,B-:maj,c,,,171.755,1
IV,E-:maj,IV,E-:maj,d,,,173.588,1
V,F:maj,V,F:maj,f,,,.,1
IV,E-:maj,IV,E-:maj,G,,,175.561,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,,,*>Fadeout,1
*>A,*>A,*>A,*>A,*>A,,,*>A,1
IVc,C:maj/5,IVc,C:maj/5,F,,,10.850,1
I,G:maj,I,G:maj,F,,,.,1
IVc,C:maj/5,IVc,C:maj/5,E,,,15.085,1
IVc,C:maj/5,IVc,C:maj/5,E,,,19.276,1
I,G:maj,I,G:maj,E,,,.,1
IVc,C:maj/5,IVc,C:maj/5,E,,,23.486,1
IVc,C:maj/5,IVc,C:maj/5,e,,,27.651,1
IVc,C:maj/5,IVc,C:maj/5,A,,,31.817,1
IVc,C:maj/5,IVc,C:maj/5,d,,,36.021,1
I,G:maj,I,G:maj,B,,,.,1
IVc,C:maj/5,IVc,C:maj/5,d,,,40.214,1
I,G:maj,I,G:maj,B,,,.,1
IVc,C:maj/5,IVc,C:maj/5,e,,,44.442,1
IVc,C:maj/5,IVc,C:maj/5,d,,,48.660,1
I,G:maj,I,G:maj,B,,,.,1
I,G:maj,I,G:maj,e,,,.,1
IVc,C:maj/5,IVc,C:maj/5,E,,,61.276,1
I,G:maj,I,G:maj,E,,,.,1
IVc,C:maj/5,IVc,C:maj/5,E,,,65.426,1
I,G:maj,I,G:maj,G,,,.,1
IVc,C:maj/5,IVc,C:maj/5,E,,,69.588,1
I,G:maj,I,G:maj,E,,,.,1
IVc,C:maj/5,IVc,C:maj/5,E,,,73.784,1
IVc,C:maj/5,IVc,C:maj/5,e,,,77.938,1
IVc,C:maj/5,IVc,C:maj/5,d,,,86.303,1
I,G:maj,I,G:maj,B,,,.,1
IVc,C:maj/5,IVc,C:maj/5,d,,,90.520,1
I,G:maj,I,G:maj,B,,,.,1
IVc,C:maj/5,IVc,C:maj/5,e,,,94.743,1
IVc,C:maj/5,IVc,C:maj/5,d,,,98.908,1
I,G:maj,I,G:maj,B,,,.,1
I,G:maj,I,G:maj,e,,,.,1
IVc,C:maj/5,IVc,C:maj/5,d,,,111.529,1
I,G:maj,I,G:maj,B,,,.,1
IVc,C:maj/5,IVc,C:maj/5,d,,,115.727,1
I,G:maj,I,G:maj,B,,,.,1
IVc,C:maj/5,IVc,C:maj/5,e,,,119.971,1
IVc,C:maj/5,IVc,C:maj/5,d,,,124.179,1
I,G:maj,I,G:maj,B,,,.,1
IVc,C:maj/5,IVc,C:maj/5,e,,,132.475,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,A-:maj,IV,A-:maj,e-,rock,1,17.929,1
I,E-:maj,I,E-:maj,e-,rock,1,20.806,1
V,B-:maj,V,B-:maj,g-,-ody-,2,23.745,1
IV,A-:maj,IV,A-:maj,e-,rock,1,41.030,1
I,E-:maj,I,E-:maj,e-,rock,1,43.924,1
V,B-:maj,V,B-:maj,g-,-ody-,2,46.847,1
IV,A-:maj,IV,A-:maj,g-,block,1,48.296,1
IV,A-:maj,IV,A-:maj,e-,rock,1,63.902,1
I,E-:maj,I,E-:maj,e-,rock,1,66.780,1
V,B-:maj,V,B-:maj,g-,-ody-,2,69.667,1
IV,A-:maj,IV,A-:maj,f,block,1,71.105,1
*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,*>Solo,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
IV,A-:maj,IV,A-:maj,e-,rock,1,98.267,1
I,E-:maj,I,E-:maj,e-,rock,1,101.140,1
V,B-:maj,V,B-:maj,g-,-ody-,2,104.040,1
IV,A-:maj,IV,A-:maj,g-,block,1,105.490,1
IV,A-:maj,IV,A-:maj,e-,rock,1,121.211,1
I,E-:maj,I,E-:maj,e-,rock,1,124.125,1
V,B-:maj,V,B-:maj,g-,-ody-,2,127.038,1
IV,A-:maj,IV,A-:maj,g-,block,1,128.473,1
*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
i,D-:min,i,D-:min,d-,,,9.133,1
-VII,C-:maj,-VII,C-:maj,d-,,,.,1
-VI,B--:maj,-VI,B--:maj,f-,,,.,1
-III,F-:maj,-III,F-:maj,f-,,,17.730,1
-VI,B--:maj,-VI,B--:maj,f-,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
i,D-:min,i,D-:min,f-,,,26.301,1
-VII,C-:maj,-VII,C-:maj,d-,,,.,1
i,D-:min,i,D-:min,d-,,,34.881,1
-VII,C-:maj,-VII,C-:maj,g-,,,.,1
V,A-:maj,V,A-:sus4,e-,,,39.161,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
-VII,C-:maj,-VII,C-:maj,d-,,,.,1
V,A-:maj,V,A-:sus4,A-,,,47.711,1
-VI,B--:maj,-VI,B--:maj,g-,,,.,1
-VI,B--:maj,-VI,B--:maj,f-,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
i,D-:min,i,D-:min,f-,,,60.525,1
-VII,C-:maj,-VII,C-:maj,c-,,,.,1
V,A-:maj,V,A-:sus4,A-,,,64.848,1
i,D-:min,i,D-:min,d-,,,69.096,1
-VII,C-:maj,-VII,C-:maj,g-,,,.,1
V,A-:maj,V,A-:sus4,e-,,,73.369,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
i,D-:min,i,D-:min,d-,,,111.466,1
-VII,C-:maj,-VII,C-:maj,d-,,,.,1
-VI,B--:maj,-VI,B--:maj,f-,,,.,1
-III,F-:maj,-III,F-:maj,f-,,,120.017,1
-VI,B--:maj,-VI,B--:maj,f-,,,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
i,D-:min,i,D-:min,f-,,,128.535,1
-VII,C-:maj,-VII,C-:maj,d-,,,.,1
*>Outro,*>Outro,*>Outro,*>Outro,*>Outro,,,*>Outro,1
i,D-:min,i,D-:min,d-,,,137.064,1
-VII,C-:maj,-VII,C-:maj,g-,,,.,1
i,D-:min,i,D-:min,d-,,,141.360,1
-VII,C-:maj,-VII,C-:maj,g-,,,.,1
i,D-:min,i,D-:min,d-,,,145.614,1
-VII,C-:maj,-VII,C-:maj,g-,,,.,1
-VI,B--:maj,-VI,B--:maj,d-,,,149.808,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
-VI,B-:maj,-VIb,B-:maj/3,d,,,102.590,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,f,,,108.195,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,d,,,113.795,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,f,,,119.389,1
-VII,C:maj,-VII,C:maj,f,,,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
-VI,B-:maj,-VIb,B-:maj/3,d,,,169.787,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,f,,,175.415,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,d,,,180.980,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,f,,,186.587,1
-VII,C:maj,-VII,C:maj,f,,,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
*>VP,*>VP,*>VP,*>VP,*>VP,,,*>VP,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,,,*>Chorus,1
-VI,B-:maj,-VIb,B-:maj/3,d,,,259.373,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,f,,,264.984,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,d,,,270.582,1
-VII,C:maj,-VII,C:maj,f,,,.,1
-VI,B-:maj,-VIb,B-:maj/3,f,,,276.181,1
-VII,C:maj,-VII,C:maj,f,,,.,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,,,*>Fadeout,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,C:maj,I,C:maj,c,no,0,11.145,1
Vb,G:maj/3,Vb,G:maj/3,B,wom-,1,.,1
I,C:maj,I,C:maj,e,no,0,16.030,1
IV,F:maj,IV,F:maj,f,wom-,1,.,1
I,C:maj,I,C:maj,c,no,0,20.902,1
Vb,G:maj/3,Vb,G:maj/3,B,wom-,1,.,1
I,C:maj,I,C:maj,e,no,0,25.770,1
IV,F:maj,IV,F:maj,f,wom-,1,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
Vb,G:maj/3,Vb,G:maj/3,g,-emb-,1,.,1
vi,A:min,vi,A:min,e,when,0,33.079,1
Vb,G:maj/3,Vb,G:maj/3,d,-nt,0,.,1
Vb,G:maj/3,Vb,G:maj/3,g,-ing-,1,.,1
Vb,G:maj/3,Vb,G:maj/3,e,good,1,.,1
vi,A:min,vi,A:min,c,meet,1,47.687,1
Vb,G:maj/3,Vb,G:maj/3,g,have,1,.,1
vi,A:min,vi,A:min,g,good,1,52.563,1
IV,F:maj,IV,F:maj,c,lost,1,.,1
Vb,G:maj/3,Vb,G:maj/3,d,-ng,1,.,1
vi,A:min,vi,A:min,c,_,.,57.420,1
Vb,G:maj/3,Vb,G:maj/3,g,fut-,1,.,1
vi,A:min,vi,A:min,g,cant,1,62.294,1
IV,F:maj,IV,F:maj,c,past,0,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,C:maj,I,C:maj,c,no,0,69.607,1
Vb,G:maj/3,Vb,G:maj/3,B,wom-,1,.,1
I,C:maj,I,C:maj,e,no,0,74.475,1
IV,F:maj,IV,F:maj,f,wom-,1,.,1
Vb,G:maj/3,Vb,G:maj/3,d,darl-,1,.,1
vi,A:min,vi,A:min,A,dont,1,81.790,1
IV,F:maj,IV,F:maj,d,_,.,.,1
IV,F:maj,IV,F:maj,f,wom-,1,.,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,1
Vb,G:maj/3,Vb,G:maj/3,e,-emb-,1,.,1
vi,A:min,vi,A:min,e,when,0,91.523,1
Vb,G:maj/3,Vb,G:maj/3,d,-nt,0,.,1
Vb,G:maj/3,Vb,G:maj/3,d,burn-,1,.,1
vi,A:min,vi,A:min,c,night,1,106.106,1
Vb,G:maj/3,Vb,G:maj/3,g,cook,1,.,1
vi,A:min,vi,A:min,d,_,.,115.847,1
vi,A:min,vi,A:min,e,-ly,0,120.721,1
*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,*>VP,1
Vb,G:maj/3,Vb,G:maj/3,c,be,1,.,1
IV,F:maj,IV,F:maj,c,be,1,.,1
Vb,G:maj/3,Vb,G:maj/3,c,be,1,.,1
IV,F:maj,IV,F:maj,c,be,1,.,1
Vb,G:maj/3,Vb,G:maj/3,d,be,1,.,1
IV,F:maj,IV,F:maj,c,be,1,.,1
Vb,G:maj/3,Vb,G:maj/3,g,be,1,.,1
IV,F:maj,IV,F:maj,c,be,1,.,1
*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,*>Chorus,1
I,C:maj,I,C:maj,c,no,0,147.499,1
Vb,G:maj/3,Vb,G:maj/3,B,wom-,1,.,1
vi,A:min,vi,A:min,B,cry,1,149.936,1
I,C:maj,I,C:maj,e,no,0,152.358,1
IV,F:maj,IV,F:maj,f,wom-,1,.,1
Vb,G:maj/3,Vb,G:maj/3,d,oh,3,.,1
IV,F:maj,IV,F:maj,e,tears,1,.,1
IV,F:maj,IV,F:maj,f,wom-,1,.,1
Vb,G:maj/3,Vb,G:maj/3,d,wom-,1,.,1
vi,A:min,vi,A:min,A,wom-,1,169.406,1
IV,F:maj,IV,F:maj,d,no,0,.,1
IV,F:maj,IV,F:maj,f,wom-,1,.,1
V,G:maj,V,G:maj,d,ive,0,.,1
Vb,G:maj/3,Vb,G:maj/3,e,lit-,1,.,1
vi,A:min,vi,A:min,e,please,1,179.149,1
IV,F:maj,IV,F:maj,c,tears,1,.,1
IV,F:maj,IV,F:maj,f,wom-,1,.,1
*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,*>Fadeout,1
*>Intro,*>Intro,*>Intro,*>Intro,*>Intro,,,*>Intro,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
i,E:min,Im7,E:7,f#,,,3.618,1
IV,A:maj,IVm7,A:7,g,,,11.254,1
i,E:min,Im7,E:7,d,,,15.019,1
V7,B:7,V7,B:7,e,,,18.762,1
I,E:maj,Im7,E:7,d,,,22.573,1
i,E:min,Im7,E:7,f#,,,26.273,1
i,E:min,Im7,E:7,B,,,37.622,1
V7,B:7,V7,B:7,g,,,41.377,1
I,E:maj,Im7,E:7,e,,,45.182,1
*>Bridge,*>Bridge,*>Bridge,*>Bridge,*>Bridge,,,*>Bridge,1
I,E:maj,Im7,E:7,e,,,48.878,1
*>Verse,*>Verse,*>Verse,*>Verse,*>Verse,,,*>Verse,1
i,E:min,.,.,f#,,,63.978,1
